SeniorCitizen,tenure_yeo_trim,MonthlyCharges_yeo_trim,TotalCharges_mode_yeo_trim
1,7.347857226,75.54421543,24.76505467
0,0.812271281,17.20732196,4.610576329
0,0.812271281,16.6070612,4.532820301
0,9.249207563,73.04336724,27.51047717
1,12.38662351,36.82243923,26.14733552
0,12.57983865,83.71713597,34.06835515
0,2.743799084,20.46265939,8.770157759
0,12.95716928,79.56779949,33.67145118
0,8.423987519,25.04205144,18.3566337
0,9.884510807,72.57819434,28.18669558
0,12.95716928,16.56698702,20.64042943
0,11.26186749,74.29461244,30.63431174
0,10.93422401,46.09435052,26.18504844
0,9.884510807,70.64342766,28.25459273
1,9.116820699,59.70639014,25.73847993
0,12.1901866,43.60494105,27.10008638
0,1.918881261,69.35129078,12.03632709
0,8.982489749,25.74066335,19.48007905
0,4.291737357,76.79220722,19.14824966
0,9.635448939,17.56672777,17.77132385
0,7.670188277,66.00447134,23.65338076
0,11.36891302,76.47144725,31.08806591
0,3.098700364,17.60662772,9.152579301
0,1.918881261,58.17858645,11.72111595
0,3.426487989,40.69287178,13.48675922
0,2.354360082,17.72628719,7.371376343
0,8.566979552,68.70452006,26.148343
1,7.670188277,60.83210368,23.60091226
0,12.95716928,19.87026066,22.14671159
0,0.812271281,16.84735605,4.564174117
1,12.86393267,44.98100883,28.31889142
0,5.033832265,66.54515886,19.93711957
0,7.347857226,46.57615046,21.25426452
0,12.48362455,40.58055451,26.7177295
0,0.812271281,29.1361584,5.870411519
0,1.417775541,35.91619067,8.119170043
0,9.884510807,21.56505775,19.79937423
0,7.011477857,58.61541659,22.35343703
0,12.1901866,17.20732196,20.2403856
0,11.47492333,16.72724072,19.70954708
1,0.812271281,55.29631715,7.696298216
1,12.95716928,68.05727447,32.47080308
0,3.732277839,55.80793357,15.71426914
0,11.88914699,77.36218931,31.80018469
0,12.1901866,65.35519036,30.71790178
1,12.86393267,20.18636932,22.26950747
0,12.28881721,75.93661361,32.45794163
0,1.918881261,16.72724072,7.301158248
0,0.812271281,36.897882,6.503880952
0,8.130622519,50.932319,22.90359075
0,5.48039866,54.60139153,19.18523988
0,3.732277839,53.90577864,15.72044394
0,3.426487989,73.04336724,16.47984477
0,12.76997601,82.40672779,34.46557421
0,11.99037249,66.65325523,30.59468455
0,3.098700364,16.80732471,9.174415363
0,5.261241353,62.89776564,19.61818626
0,6.837452733,65.24692814,22.51473832
0,6.837452733,17.16735364,14.30335262
0,5.692092909,50.74833809,18.92170854
0,4.291737357,21.56505775,12.08805624
0,5.033832265,44.6465928,17.29113489
0,6.47636832,63.98282816,21.62710276
0,1.417775541,54.74774844,9.764432872
0,11.04455392,57.81436658,28.26315339
0,4.550327176,17.52682106,11.79551853
0,12.67528347,16.96740771,20.64134297
0,2.354360082,55.6252554,12.42197482
0,12.95716928,68.77640683,32.22242725
1,11.57992601,36.63378023,25.15274843
0,5.692092909,17.36712626,13.11091996
0,9.884510807,65.3191045,27.36277751
0,1.417775541,79.74546162,11.94459622
0,5.261241353,63.65746089,19.766664
0,11.04455392,72.93604021,30.22805279
0,8.423987519,17.48690757,16.47234894
0,8.707660582,20.77807656,17.40034581
1,5.48039866,58.21499867,19.58134804
1,3.426487989,59.67004947,15.16187159
0,5.48039866,80.42029649,21.49139162
0,11.88914699,17.48690757,20.11599944
0,0.812271281,24.88660466,5.471774516
0,0.812271281,36.63378023,6.483953719
0,3.732277839,65.49951826,16.5360025
0,8.566979552,58.43343489,24.58637307
0,5.033832265,61.70251082,19.40227516
0,0.812271281,20.85687439,5.0472206
0,6.47636832,41.51580621,18.92086027
0,1.918881261,25.23625705,8.152495634
0,5.033832265,16.76728627,11.97753611
0,9.508451863,45.09243807,24.36521855
0,9.884510807,56.35569021,26.50889094
0,3.098700364,70.17703697,15.41968853
0,12.67528347,16.84735605,20.69574638
0,12.95716928,83.50474687,34.70729451
0,11.6839475,16.48681701,19.82211696
0,6.47636832,74.15169669,22.80329949
0,7.181531261,20.30481393,15.92065575
0,11.6839475,84.67236764,32.60522518
0,12.95716928,85.30872052,34.60124434
0,0.812271281,17.64652093,4.666302039
0,7.670188277,77.9674363,25.23568838
0,5.261241353,62.28225118,19.40573163
0,12.86393267,80.56231052,33.80449677
0,5.033832265,61.01351795,18.97777101
0,10.00669167,54.12552072,25.97383119
0,8.566979552,62.20980667,25.24588666
0,12.95716928,44.23759886,28.70955928
0,0.812271281,62.17358196,8.068667477
0,6.288664095,81.30756431,22.91943684
0,12.1901866,78.35887114,32.79465698
0,1.417775541,37.16183847,8.238260611
0,0.812271281,21.21118871,5.086720299
0,11.88914699,16.84735605,19.46874704
0,7.980002464,17.04740702,15.50266326
1,7.011477857,67.15752479,23.06394558
0,11.47492333,46.68728018,27.13209351
0,12.95716928,36.59603947,26.42698089
0,12.38662351,45.09243807,27.90887432
0,12.28881721,65.2830171,30.77663364
0,3.732277839,62.24602975,16.23176239
0,2.354360082,55.0769406,12.35111846
0,12.86393267,20.81747828,22.56957402
0,0.812271281,17.20732196,4.610576329
0,2.354360082,40.20599001,10.77569332
0,4.797235578,16.52690563,11.54245253
0,7.181531261,40.61799626,20.29295186
0,8.278574712,63.07870993,24.85504421
0,0.812271281,44.05159604,7.008988723
0,8.130622519,69.38720866,25.35084136
0,10.36446345,66.07658288,28.56616794
0,11.15375786,82.30040743,31.47638868
0,10.71005189,71.96953997,29.78187266
0,0.812271281,65.57167293,8.241870949
0,12.95716928,17.24728336,21.52294648
0,7.980002464,21.13249097,16.83723403
0,1.417775541,43.45597765,9.191807463
0,4.291737357,24.61439514,12.80312981
0,6.095686027,57.26770189,20.37447955
1,4.550327176,73.04336724,19.44814997
0,5.692092909,16.84735605,12.591231
0,12.95716928,67.01347797,32.36239182
0,12.95716928,83.15067115,34.401278
0,9.635448939,58.39703326,26.54360707
1,12.28881721,72.61398511,32.03294279
1,5.033832265,43.75386515,17.05345325
1,2.354360082,58.87011724,12.42802795
0,9.635448939,51.30012652,24.81497533
1,5.48039866,58.17858645,19.20107862
0,0.812271281,39.0806698,6.664841336
0,9.760782001,75.9009476,28.94321049
0,10.82273494,71.96953997,29.54916475
0,1.417775541,55.25975909,10.05982335
1,0.812271281,32.76817365,6.17996415
0,8.423987519,64.92205744,25.10284396
0,4.291737357,16.92739754,11.05144104
0,12.48362455,47.27962776,28.55944609
0,11.88914699,87.32140626,33.28054135
0,10.71005189,86.79210713,31.52374598
0,1.417775541,36.10513601,8.093061426
1,7.980002464,36.40729073,20.00154578
1,1.918881261,33.49077769,9.687252833
1,5.033832265,81.52039576,20.64522439
1,11.47492333,69.35129078,30.09768272
0,8.278574712,40.056089,21.32807203
0,10.12737771,86.05066372,30.28343079
0,11.88914699,68.09324511,31.10624202
0,10.71005189,20.93564981,19.83497612
1,6.288664095,80.17172477,23.17204944
0,11.6839475,16.52690563,19.33792275
0,12.86393267,20.42320664,22.18115143
1,5.692092909,72.6497745,21.29050753
0,11.47492333,47.42762468,27.16114843
0,0.812271281,20.85687439,5.0472206
1,6.47636832,81.62679521,23.71960481
0,0.812271281,55.40598007,7.702488215
0,2.743799084,66.1486883,14.09321083
0,10.93422401,80.2072387,31.26288214
1,6.659184132,51.26335499,20.53261696
0,5.261241353,43.90275009,17.34298025
0,2.743799084,40.58055451,11.97671505
0,3.098700364,44.0143882,13.13099963
0,4.291737357,41.06709048,15.1103179
0,0.812271281,21.32919413,5.0997745
0,12.57983865,43.49322219,27.69056418
0,6.095686027,73.15068197,22.35886709
0,6.837452733,59.34290587,22.37252126
0,6.47636832,35.91619067,18.35358946
0,0.812271281,54.9672269,7.677669821
1,3.732277839,58.25140912,16.08258575
0,4.291737357,36.29400539,14.47139922
1,7.181531261,59.41561654,22.10347264
0,8.846132431,48.49954138,23.21967196
0,7.011477857,67.15752479,22.94175071
1,3.098700364,68.99203204,15.75079376
0,4.797235578,16.80732471,11.56023824
0,0.812271281,17.24728336,4.615686601
0,12.86393267,59.37926207,30.96021138
1,8.846132431,77.18410523,27.13220806
0,9.508451863,58.28781781,26.11832772
0,0.812271281,57.59574911,7.824302574
0,7.011477857,51.22658141,21.28458349
1,2.354360082,73.36527462,14.0360902
0,2.354360082,69.74630794,13.56546263
0,12.57983865,47.83443232,28.56967773
0,9.249207563,63.58513949,26.43163702
0,10.93422401,20.85687439,20.00376679
1,8.423987519,58.54262918,24.13406933
0,7.980002464,59.015622,23.33203167
1,9.249207563,77.43341397,27.80753186
0,10.48095561,61.33995803,27.67903651
0,0.812271281,16.44672115,4.511726487
0,6.837452733,68.77640683,22.74825538
0,9.884510807,87.28612747,30.044575
1,2.743799084,54.49160386,13.37568205
0,2.743799084,62.680579,14.25536225
0,10.82273494,83.75253006,31.36012321
0,12.86393267,16.96740771,20.6031174
0,9.249207563,62.46333378,26.22612278
1,7.181531261,71.71880104,23.90809485
0,8.846132431,70.53582041,26.66097105
1,11.15375786,64.01897212,29.04291056
0,12.95716928,47.61257059,28.87621346
0,0.812271281,36.25623757,6.455290243
0,4.019769102,39.11822033,14.32967175
0,12.67528347,47.64955309,28.70460798
0,10.93422401,78.53674556,30.46447479
1,4.550327176,64.34419638,18.06116506
1,1.417775541,55.22319915,9.861642763
1,7.826575027,29.48166814,18.6316147
1,5.896996055,64.16353208,21.11464682
0,8.846132431,16.92739754,17.11172488
0,3.732277839,16.40661803,10.40195076
0,10.24661915,72.97181726,29.18204189
0,3.426487989,57.7779348,15.23488429
0,1.417775541,62.680579,10.26272138
0,12.57983865,59.19746374,30.72603733
0,9.884510807,79.88756907,29.80408536
0,12.57983865,68.12921426,32.06608865
0,8.982489749,72.9002618,27.42179124
0,12.09071189,79.03462687,32.722946
1,8.423987519,43.64217575,22.54467348
0,12.86393267,66.40100909,32.17742636
0,12.38662351,53.09946026,29.34354197
0,12.09071189,17.44698728,20.47853141
0,9.635448939,17.24728336,17.96526797
1,0.812271281,56.50168867,7.763861937
0,1.417775541,69.74630794,10.53948122
0,12.76997601,16.6070612,20.36291571
0,7.011477857,36.36953196,18.76663912
1,12.1901866,74.47322696,32.47834129
0,9.116820699,49.68022221,24.05778354
0,5.896996055,36.10513601,16.68115388
1,3.426487989,68.84828775,15.80803835
0,2.354360082,65.71596371,13.7517781
1,6.659184132,34.06040988,17.8038391
0,4.291737357,62.42712053,17.84240857
1,5.692092909,43.23245853,18.11761504
0,12.1901866,80.34928213,33.02934465
1,7.670188277,25.50795462,17.57078699
0,9.760782001,74.5446634,28.38312085
0,2.743799084,17.20732196,8.211082107
0,9.635448939,75.75827047,28.26500903
0,11.57992601,40.39330574,25.76571599
0,10.36446345,17.48690757,18.46572046
0,6.095686027,59.27018827,20.68507573
0,2.743799084,74.1159644,15.05493574
0,7.011477857,47.57558586,20.83346566
0,0.812271281,16.36650763,4.50112121
0,12.86393267,75.65124886,33.21941056
0,12.95716928,85.55609076,34.70410075
0,8.566979552,17.52682106,16.74863282
0,1.417775541,66.32892507,10.81997927
0,7.181531261,29.36653276,17.742631
0,11.36891302,76.43580078,31.23675884
0,9.116820699,73.83005761,27.60117316
0,9.884510807,65.93235365,27.63498702
0,0.812271281,21.28986447,5.095429266
0,7.347857226,80.13620962,24.91434285
0,11.88914699,69.20760473,30.75049312
0,5.896996055,67.12151534,20.852416
0,9.635448939,66.72531188,26.90421605
0,0.812271281,40.65543535,6.777060627
1,12.95716928,51.15302812,29.7545649
0,0.812271281,70.06937408,8.46152056
0,10.48095561,82.37128886,30.34394905
1,4.550327176,17.00741087,11.45985335
1,11.26186749,66.18473871,30.00862176
0,9.760782001,43.7166378,24.27236188
0,10.00669167,69.74630794,28.47704725
0,0.812271281,35.6515387,6.408938905
0,7.670188277,73.47255257,24.99591519
1,7.670188277,65.71596371,24.15319984
1,1.417775541,35.87839245,8.408113781
0,6.288664095,16.96740771,13.69922131
1,9.760782001,73.07914019,28.23476404
0,12.38662351,69.49495362,31.79214138
1,8.566979552,83.64634429,27.70566192
0,8.707660582,57.85079657,24.79379746
1,8.566979552,43.60494105,22.44734148
0,7.011477857,17.08739619,14.25037641
0,8.423987519,16.84735605,16.22808261
0,4.550327176,17.08739619,11.85967675
0,12.67528347,76.22189468,33.27980091
0,12.57983865,44.57225188,28.03510039
0,6.47636832,16.80732471,14.29785537
0,12.95716928,16.88738032,21.10903155
0,11.78701308,73.32951258,31.5561432
1,8.423987519,72.29181855,25.72089456
0,0.812271281,16.96740771,4.57972427
0,0.812271281,16.72724072,4.548539818
1,1.918881261,63.22343627,11.79212038
0,10.24661915,20.58098339,19.15648479
0,7.980002464,58.57902376,23.6450901
0,10.82273494,67.55352963,29.27664092
1,10.48095561,55.44253063,27.37577073
0,5.692092909,57.34061386,19.83749512
0,12.76997601,75.68692404,33.07800313
0,9.508451863,20.85687439,18.92566589
0,6.837452733,64.63317719,22.6024251
1,0.812271281,58.83373669,7.891714965
0,2.743799084,20.46265939,9.688549749
0,3.426487989,54.85749619,15.27462413
0,7.980002464,77.00598907,25.63912707
0,10.00669167,21.56505775,19.39615617
0,4.291737357,33.14864215,14.61835043
1,11.26186749,41.40366251,25.66055637
1,10.93422401,80.2427514,30.86209489
0,4.291737357,66.54515886,17.92411052
0,6.095686027,59.05199383,20.78444303
0,12.57983865,46.31676789,28.29907627
0,11.88914699,16.56698702,19.77072831
0,12.95716928,51.44719222,29.84820303
0,1.417775541,42.7478601,9.345368077
0,4.797235578,36.70925277,15.30708748
0,9.635448939,16.84735605,18.18299217
0,7.510676277,35.99177795,19.77707468
0,8.982489749,17.72628719,16.97121124
0,12.95716928,86.58031687,35.10948107
0,8.846132431,69.35129078,26.47930252
0,0.812271281,43.93996523,7.001570481
0,5.692092909,85.8034051,22.73498057
1,10.59613826,77.71826154,30.34900663
0,11.15375786,87.00385698,31.91832189
0,6.095686027,51.15302812,19.689819
0,8.982489749,62.53575538,25.91911121
0,11.78701308,80.81078805,32.42879221
0,0.812271281,54.63798361,7.658953077
0,10.93422401,21.05377114,20.2043511
0,3.732277839,72.86448201,17.25589206
0,12.95716928,80.52680885,34.06797544
0,12.1901866,20.77807656,21.82975798
1,6.837452733,54.78433292,21.43396784
0,11.78701308,47.76048728,27.45906477
0,7.826575027,63.00633707,23.89559255
0,11.88914699,20.54154776,20.88641951
0,7.181531261,79.56779949,24.70745902
0,7.826575027,71.53965995,25.47329662
0,8.130622519,62.82537659,24.33562623
0,1.417775541,17.04740702,6.040100457
0,0.812271281,58.68819696,7.883842656
0,3.098700364,16.76728627,8.792393966
0,7.181531261,54.56479754,21.71493535
0,2.354360082,77.43341397,13.91787834
0,3.426487989,76.47144725,16.61843194
1,12.95716928,87.99149208,35.03528464
0,12.76997601,32.65396722,25.55748957
1,12.1901866,78.10979396,32.63176546
0,12.95716928,69.24352842,32.70315641
0,10.00669167,16.96740771,17.98512202
0,5.033832265,44.60942354,17.07558732
1,5.896996055,17.56672777,13.23299632
0,0.812271281,43.90275009,6.999094441
0,4.019769102,55.00380002,15.72088477
0,7.181531261,42.85972799,20.41869737
0,0.812271281,58.39703326,7.868051586
0,7.181531261,62.42712053,22.65908495
1,8.846132431,59.37926207,25.41618452
0,3.426487989,59.12473226,15.62900398
0,2.743799084,73.83005761,14.66104821
0,5.48039866,54.23536578,18.75480306
0,4.550327176,16.76728627,11.65525806
0,10.48095561,36.63378023,23.63190749
1,6.47636832,63.29578977,21.94368209
0,12.95716928,82.654767,34.55518171
0,3.732277839,64.8137391,16.67080315
0,12.95716928,65.49951826,32.03993617
0,5.48039866,76.72093628,20.87354544
0,12.95716928,68.45287015,32.14524469
0,0,42.07617562,4.610576329
0,0.812271281,58.14217245,7.854183221
0,12.09071189,80.02965677,32.71485086
0,1.417775541,46.87245093,9.193253747
0,1.417775541,58.17858645,9.870380672
1,11.88914699,50.60111614,28.14779601
0,0.812271281,17.36712626,4.630963753
0,6.837452733,35.46240918,18.20879823
0,7.826575027,48.2779173,22.3801809
0,12.76997601,16.88738032,20.79610902
1,2.743799084,23.71836834,9.65732296
0,4.797235578,76.40015301,20.0497779
0,8.707660582,88.13251185,28.14039562
1,12.86393267,62.75298105,31.34374789
0,12.76997601,51.44719222,29.40791006
0,10.93422401,65.17474556,28.99804454
0,12.67528347,61.8474855,31.06728219
1,6.47636832,72.39921982,22.36803452
0,4.550327176,60.79581577,17.88012931
0,1.417775541,72.47081376,10.52426834
0,3.098700364,62.60817045,15.1546691
0,0.812271281,16.92739754,4.57455017
1,6.47636832,72.54240219,22.50129938
0,11.88914699,81.20113226,32.28922013
1,2.743799084,58.14217245,13.28788748
0,11.36891302,80.49130595,31.71752488
0,8.130622519,73.04336724,25.69709233
0,9.508451863,80.02965677,28.61560315
0,7.826575027,43.38148117,21.43771099
1,2.743799084,55.00380002,12.85313675
1,7.670188277,58.76097033,22.90147586
0,4.797235578,17.08739619,12.30646487
0,12.48362455,80.45580184,33.25534219
1,7.980002464,41.36627607,20.99265472
0,11.26186749,66.22078759,29.72031567
0,7.011477857,59.05199383,22.2785783
0,8.707660582,76.64966017,27.22912598
0,10.93422401,70.35644652,29.7652975
1,12.95716928,87.77992929,35.0285242
0,11.57992601,72.82870086,30.95028153
0,8.846132431,16.72724072,16.723547
1,11.36891302,76.54273631,31.39139455
0,7.181531261,17.92558598,15.03636893
0,12.76997601,17.08739619,20.62671434
0,1.417775541,62.20980667,10.67326986
1,12.57983865,81.69772215,33.77125147
0,0.812271281,65.86022983,8.256280891
0,4.797235578,69.13575299,18.90897481
0,12.09071189,63.36813684,30.27791348
0,8.566979552,46.46500022,22.99284919
0,12.67528347,73.50830917,32.92010333
0,11.78701308,62.680579,30.13501899
0,12.95716928,85.90937989,34.8501568
0,4.550327176,46.83542132,16.04109854
0,0.812271281,16.68718803,4.543309501
0,4.291737357,66.61722462,17.76440821
0,5.033832265,36.82243923,16.00231607
0,8.707660582,61.4849991,25.14161846
0,9.379727268,66.79736248,26.73178161
0,12.28881721,80.2072387,32.9201726
1,10.71005189,77.9674363,30.67872264
0,5.48039866,16.84735605,12.97798715
0,12.95716928,83.92948296,34.51011842
0,12.95716928,87.67413294,34.81661821
0,11.26186749,16.52690563,19.62051537
0,7.011477857,21.48645825,15.26801762
0,8.423987519,62.4995454,24.99845785
0,11.36891302,54.05228107,27.9488496
0,0.812271281,16.96740771,4.57972427
0,9.249207563,55.40598007,25.31000529
0,4.550327176,55.11350806,17.25942412
0,0.812271281,39.64363762,6.705320193
0,11.36891302,81.76864429,31.89395812
0,1.918881261,19.90979479,8.399435817
0,3.426487989,54.74774844,15.28122396
0,11.6839475,76.25754895,31.63291261
0,3.426487989,50.7851384,14.58324724
0,12.86393267,55.58871418,30.18154231
0,5.48039866,77.9674363,21.92659902
0,12.86393267,57.52286231,30.83145599
0,8.846132431,76.79220722,27.33663095
0,4.550327176,32.92040147,14.33295381
0,11.78701308,16.44672115,19.35747069
1,10.36446345,47.31663035,25.43458248
0,4.550327176,51.22658141,16.80155064
0,11.36891302,76.82784075,31.24637314
1,7.826575027,84.31867684,26.58412357
0,11.88914699,63.00633707,29.7821427
0,8.278574712,75.22304406,26.28456949
0,4.019769102,55.33287333,16.00992143
1,8.846132431,72.72134916,26.96572425
0,1.417775541,16.76728627,6.091625757
0,4.797235578,16.24613253,11.78957035
0,0.812271281,58.83373669,7.891714965
1,2.354360082,68.88422601,13.43433751
0,0.812271281,16.24613253,4.485139379
0,1.918881261,17.04740702,7.3171269
1,0.812271281,66.36496784,8.281378347
0,10.93422401,50.01189516,26.9121729
0,2.743799084,17.12737839,8.259875557
0,12.95716928,76.0079417,33.82592463
0,12.86393267,69.74630794,32.81416221
0,12.95716928,85.0612942,34.63691196
0,10.24661915,20.93564981,19.73126871
0,12.09071189,64.77762985,30.95785176
0,8.130622519,65.35519036,24.54295986
0,0.812271281,36.8601621,6.501041053
0,4.797235578,48.83183063,16.92473652
0,5.692092909,43.79109005,18.2863043
0,2.354360082,51.70447884,11.85127864
0,10.82273494,69.71040451,29.53997387
0,12.28881721,17.36712626,20.87110158
0,5.692092909,58.28781781,19.70929118
0,1.417775541,17.00741087,6.618408534
0,12.38662351,58.06933914,29.98131766
0,10.24661915,82.7610517,30.05881954
0,8.423987519,83.3985365,27.51578158
0,12.95716928,67.04949193,31.98537094
0,9.249207563,62.97014821,26.291526
0,10.82273494,38.55466909,24.29759627
0,12.95716928,86.93327818,34.91857995
1,12.28881721,80.34928213,32.97842865
0,4.019769102,24.88660466,12.04525316
0,4.019769102,51.30012652,16.53913082
0,12.38662351,17.48690757,20.61228919
1,10.00669167,83.57554792,29.98326378
0,10.71005189,54.60139153,27.08790045
0,5.48039866,39.30593141,16.28712883
0,3.732277839,21.21118871,10.91746255
1,12.38662351,78.64345511,33.23819962
0,11.47492333,67.6974865,30.02652427
0,3.426487989,61.19489027,15.34499206
1,4.291737357,28.44419557,13.63884895
0,11.99037249,70.93031793,31.46882849
0,9.508451863,65.89629251,26.94300708
0,6.47636832,16.80732471,14.15937277
0,3.426487989,17.04740702,9.82526823
0,7.347857226,73.15068197,24.41513745
0,7.011477857,65.3191045,23.03706686
1,12.38662351,79.88756907,33.02391886
1,12.95716928,84.88452667,34.48139961
1,10.59613826,69.49495362,29.41553532
1,9.884510807,84.24792478,29.67406574
0,10.24661915,43.90275009,24.64703162
0,12.95716928,69.35129078,32.66638119
0,4.291737357,17.3271855,10.7121879
0,9.508451863,43.56770389,23.92437055
0,12.28881721,80.52680885,33.25021536
0,8.278574712,76.22189468,26.35342978
0,12.57983865,55.6252554,30.07313429
1,11.36891302,79.85204406,31.529255
0,4.291737357,66.04052787,17.90279927
0,12.57983865,21.32919413,21.73966768
0,9.884510807,44.75808625,24.72098179
0,0.812271281,69.13575299,8.416773828
1,10.59613826,69.35129078,28.92137614
0,5.48039866,21.21118871,14.02172621
1,6.47636832,72.72134916,22.79616974
0,0.812271281,36.93559894,6.50671858
0,10.71005189,54.71116206,27.14285544
1,1.417775541,69.09982494,10.39189754
1,7.181531261,54.9672269,22.1798146
0,1.918881261,54.63798361,11.59474856
0,0.812271281,58.32422472,7.864094089
0,8.846132431,17.12737839,16.47826738
0,5.896996055,20.85687439,14.88386831
1,3.732277839,16.76728627,10.45411675
0,4.291737357,73.11491176,17.96590925
0,12.57983865,68.63262743,32.04268779
0,10.12737771,61.37622079,27.49255528
0,1.417775541,16.92739754,5.900987001
0,9.116820699,17.3271855,16.80456253
0,2.354360082,20.42320664,8.635916169
0,4.291737357,36.59603947,14.3993156
0,0.812271281,17.08739619,4.595191331
0,12.28881721,54.63798361,29.25054256
0,11.47492333,16.6471282,19.6944351
0,1.918881261,58.43343489,11.86638579
0,1.417775541,54.71116206,10.01165683
0,10.59613826,25.08090168,21.04113954
0,2.354360082,36.897882,11.01211132
0,12.76997601,45.98311072,28.42901658
0,11.04455392,16.92739754,19.00858783
0,11.04455392,21.44715037,20.51547772
0,0.812271281,58.65180765,7.881872166
0,6.837452733,20.89626489,15.06322467
1,10.93422401,39.53109361,24.86979526
1,12.28881721,83.96487005,33.59695589
0,10.48095561,20.65983763,19.8786951
0,1.417775541,28.5596111,7.342086575
0,1.918881261,82.26496492,13.00536641
0,10.12737771,63.25961383,27.88039764
0,0.812271281,62.24602975,8.072429893
0,11.88914699,57.74150124,29.54273191
0,1.918881261,50.85873283,11.10211982
1,9.508451863,79.2834756,28.72776108
0,0.812271281,55.77140165,7.723051882
0,0.812271281,40.0935683,6.737380092
0,10.82273494,20.69925625,20.18579172
1,1.417775541,39.60612569,8.470071422
0,10.93422401,25.00319663,21.75250883
0,10.82273494,64.70540666,28.65049476
0,0.812271281,17.40706019,4.63603837
0,8.278574712,58.79735438,24.26032937
0,10.36446345,17.48690757,18.85954009
0,1.918881261,58.68819696,12.38704074
1,6.837452733,17.08739619,14.27140044
0,0.812271281,17.56672777,4.656248968
